num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2022S011462;23/04/2022;11:00:00;CALL. PRINCIPE DE VERGARA / CALL. LOPEZ DE HOYOS;130;5;CHAMARTÍN;Colisión fronto-lateral;NULL;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;442448,663;4477006,373;N;NULL
2022S011463;23/04/2022;12:30:00;AVDA. LEGAZPI MERCAMADRID / CALL. CUARENTA Y DOS MERCAMADRID;1;18;VILLA DE VALLECAS;Colisión fronto-lateral;Nublado;Camión rígido;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443844,165;4467952,461;N;NULL
2022S011463;23/04/2022;12:30:00;AVDA. LEGAZPI MERCAMADRID / CALL. CUARENTA Y DOS MERCAMADRID;1;18;VILLA DE VALLECAS;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 70 a 74 años;Hombre;14;Sin asistencia sanitaria;443844,165;4467952,461;N;NULL
2022S011464;23/04/2022;12:30:00;PASEO. CHOPERA, 59;59;2;ARGANZUELA;Alcance;Lluvia débil;Autobús;Conductor;De 55 a 59 años;Hombre;NULL;NULL;440871,678;4471536,618;N;NULL
2022S011464;23/04/2022;12:30:00;PASEO. CHOPERA, 59;59;2;ARGANZUELA;Alcance;Lluvia débil;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;440871,678;4471536,618;N;NULL
2022S011465;22/04/2022;21:40:00;CALL. VILORIA DE LA RIOJA, 53;53;8;FUENCARRAL-EL PARDO;Atropello a persona;LLuvia intensa;Turismo;Conductor;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;443388,032;4484019,504;N;NULL
2022S011465;22/04/2022;21:40:00;CALL. VILORIA DE LA RIOJA, 53;53;8;FUENCARRAL-EL PARDO;Atropello a persona;LLuvia intensa;Turismo;Peatón;De 10 a 14 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443388,032;4484019,504;N;NULL
2022S011466;22/04/2022;22:00:00;CALL. CAMARENA, 146;146;10;LATINA;Otro;Lluvia débil;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;435861,933;4471372,023;N;NULL
2022S011467;23/04/2022;14:25:00;CALL. ARGANDA / CALL. BAÑOS DE MONTEMAYOR;33;2;ARGANZUELA;Colisión lateral;Lluvia débil;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440213,892;4472144,783;N;NULL
2022S011467;23/04/2022;14:25:00;CALL. ARGANDA / CALL. BAÑOS DE MONTEMAYOR;33;2;ARGANZUELA;Colisión lateral;Lluvia débil;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;440213,892;4472144,783;N;NULL
2022S011468;22/04/2022;17:16:00;AVDA. ANGEL SANZ BRIZ / CALL. VIA CARPETANA;1;10;LATINA;Colisión fronto-lateral;LLuvia intensa;Otros vehículos con motor;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;437678,337;4472282,275;N;NULL
2022S011468;22/04/2022;17:16:00;AVDA. ANGEL SANZ BRIZ / CALL. VIA CARPETANA;1;10;LATINA;Colisión fronto-lateral;LLuvia intensa;Otros vehículos con motor;Pasajero;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;437678,337;4472282,275;N;NULL
2022S011468;22/04/2022;17:16:00;AVDA. ANGEL SANZ BRIZ / CALL. VIA CARPETANA;1;10;LATINA;Colisión fronto-lateral;LLuvia intensa;Otros vehículos con motor;Pasajero;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;437678,337;4472282,275;N;NULL
2022S011468;22/04/2022;17:16:00;AVDA. ANGEL SANZ BRIZ / CALL. VIA CARPETANA;1;10;LATINA;Colisión fronto-lateral;LLuvia intensa;Turismo;Conductor;De 35 a 39 años;Hombre;1;Atención en urgencias sin posterior ingreso;437678,337;4472282,275;N;NULL
2022S011468;22/04/2022;17:16:00;AVDA. ANGEL SANZ BRIZ / CALL. VIA CARPETANA;1;10;LATINA;Colisión fronto-lateral;LLuvia intensa;Turismo;Pasajero;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;437678,337;4472282,275;N;NULL
2022S011469;22/04/2022;20:55:00;AVDA. MIGUEL DELIBES / CALL. HUMILDAD;70;19;VICÁLVARO;Alcance;LLuvia intensa;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;452471,433;4472876,385;N;NULL
2022S011469;22/04/2022;20:55:00;AVDA. MIGUEL DELIBES / CALL. HUMILDAD;70;19;VICÁLVARO;Alcance;LLuvia intensa;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;452471,433;4472876,385;N;NULL
2022S011469;22/04/2022;20:55:00;AVDA. MIGUEL DELIBES / CALL. HUMILDAD;70;19;VICÁLVARO;Alcance;LLuvia intensa;Turismo;Pasajero;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;452471,433;4472876,385;N;NULL
2022S011471;22/04/2022;14:10:00;CALL. RAFAEL FINAT / AVIACION;119;10;LATINA;Alcance;LLuvia intensa;Turismo;Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;434329,759;4469594,353;N;NULL
2022S011471;22/04/2022;14:10:00;CALL. RAFAEL FINAT / AVIACION;119;10;LATINA;Alcance;LLuvia intensa;Turismo;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;434329,759;4469594,353;N;NULL
2022S011473;22/04/2022;21:55:00;CALL. GENERAL RICARDOS, 43;43;11;CARABANCHEL;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438898,246;4471895,28;N;NULL
2022S011474;22/04/2022;21:25:00;AUTOV. M-30, CALZADA 2 PK 0.200;+00000E;15;CIUDAD LINEAL;Colisión frontal;Lluvia débil;Turismo;Conductor;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;442900,285;4481379,395;N;NULL
2022S011474;22/04/2022;21:25:00;AUTOV. M-30, CALZADA 2 PK 0.200;+00000E;15;CIUDAD LINEAL;Colisión frontal;Lluvia débil;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;442900,285;4481379,395;N;NULL
2022S011476;23/04/2022;2:20:00;CALL. EUGENIA DE MONTIJO / AVDA. NUESTRA SEÑORA DE FATIMA;104;11;CARABANCHEL;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;436248,612;4469704,63;N;NULL
2022S011476;23/04/2022;2:20:00;CALL. EUGENIA DE MONTIJO / AVDA. NUESTRA SEÑORA DE FATIMA;104;11;CARABANCHEL;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;De 21 a 24 años;Mujer;14;Sin asistencia sanitaria;436248,612;4469704,63;N;NULL
2022S011477;23/04/2022;16:15:00;GTA. RUIZ JIMENEZ, 4;4;7;CHAMBERÍ;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440155,286;4475692,031;N;NULL
2022S011477;23/04/2022;16:15:00;GTA. RUIZ JIMENEZ, 4;4;7;CHAMBERÍ;Colisión lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;440155,286;4475692,031;N;NULL
2022S011478;23/04/2022;15:45:00;CALL. FUENTE DE LA CUESTA / CALL. FUENTE DEL PERAL;2;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;435156,353;4478189,41;N;NULL
2022S011479;22/04/2022;21:35:00;AVDA. PADRE HUIDOBRO / p.k. 6,700 entrada Madrid;2;9;MONCLOA-ARAVACA;Alcance;LLuvia intensa;Turismo;Conductor;De 18 a 20 años;Hombre;NULL;NULL;436776,883;4478630,183;N;NULL
2022S011479;22/04/2022;21:35:00;AVDA. PADRE HUIDOBRO / p.k. 6,700 entrada Madrid;2;9;MONCLOA-ARAVACA;Alcance;LLuvia intensa;Turismo;Conductor;De 18 a 20 años;Mujer;NULL;NULL;436776,883;4478630,183;N;NULL
2022S011479;22/04/2022;21:35:00;AVDA. PADRE HUIDOBRO / p.k. 6,700 entrada Madrid;2;9;MONCLOA-ARAVACA;Alcance;LLuvia intensa;Turismo;Pasajero;De 18 a 20 años;Hombre;NULL;NULL;436776,883;4478630,183;N;NULL
2022S011479;22/04/2022;21:35:00;AVDA. PADRE HUIDOBRO / p.k. 6,700 entrada Madrid;2;9;MONCLOA-ARAVACA;Alcance;LLuvia intensa;Turismo;Pasajero;De 18 a 20 años;Mujer;NULL;NULL;436776,883;4478630,183;N;NULL
2022S011480;22/04/2022;15:50:00;CALL. ANTILLON / CALL. DOÑA URRACA;8;10;LATINA;Caída;LLuvia intensa;Ciclomotor;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438158,069;4473812,138;N;NULL
2022S011480;22/04/2022;15:50:00;CALL. ANTILLON / CALL. DOÑA URRACA;8;10;LATINA;Caída;LLuvia intensa;Turismo;Conductor;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;438158,069;4473812,138;N;NULL
2022S011481;23/04/2022;18:40:00;CTRA. VICALVARO A COSLADA,  KM 2,5;2;19;VICÁLVARO;Colisión frontal;Lluvia débil;Turismo;Conductor;De 45 a 49 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;450834,201;4474931,462;N;NULL
2022S011481;23/04/2022;18:40:00;CTRA. VICALVARO A COSLADA,  KM 2,5;2;19;VICÁLVARO;Colisión frontal;Lluvia débil;Turismo;Conductor;De 50 a 54 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;450834,201;4474931,462;N;NULL
2022S011483;22/04/2022;21:40:00;PLAZA. CORREGIDOR ALONSO DE AGUILAR, 6;6;14;MORATALAZ;Caída;Lluvia débil;Ciclomotor;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444170,672;4473149,766;N;NULL
2022S011483;22/04/2022;21:40:00;PLAZA. CORREGIDOR ALONSO DE AGUILAR, 6;6;14;MORATALAZ;Caída;Lluvia débil;Sin especificar;Conductor;Desconocido;Desconocido;NULL;NULL;444170,672;4473149,766;N;NULL
2022S011484;23/04/2022;19:00:00;CALL. ALEJANDRINA MORAN, 30;30;10;LATINA;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;436612,474;4472679,728;N;NULL
2022S011484;23/04/2022;19:00:00;CALL. ALEJANDRINA MORAN, 30;30;10;LATINA;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;436612,474;4472679,728;N;NULL
2022S011485;22/04/2022;20:45:00;AUTOV. A-6, +01200E;+01200E;9;MONCLOA-ARAVACA;Colisión lateral;LLuvia intensa;Turismo;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;437148,649;4478143,219;N;NULL
2022S011485;22/04/2022;20:45:00;AUTOV. A-6, +01200E;+01200E;9;MONCLOA-ARAVACA;Colisión lateral;LLuvia intensa;Turismo;Conductor;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;437148,649;4478143,219;N;NULL
2022S011486;23/04/2022;20:00:00;CALL. MAESTRO ANGEL LLORCA, 7;7;7;CHAMBERÍ;Choque contra obstáculo fijo;NULL;Camión rígido;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;439433,974;4477217,793;N;NULL
2022S011487;23/04/2022;18:50:00;PASEO. ZURRON, 20;20;21;BARAJAS;Colisión lateral;Despejado;Maquinaria de obras;Conductor;De 30 a 34 años;Mujer;NULL;NULL;450377,584;4480042,331;N;NULL
2022S011487;23/04/2022;18:50:00;PASEO. ZURRON, 20;20;21;BARAJAS;Colisión lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;450377,584;4480042,331;N;NULL
2022S011488;22/04/2022;14:50:00;CALL. GINZO DE LIMIA / CALL. VALENCIA DE DON JUAN;60;8;FUENCARRAL-EL PARDO;Alcance;Lluvia débil;Turismo;Conductor;De 21 a 24 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;440041,616;4481772,915;N;NULL
2022S011488;22/04/2022;14:50:00;CALL. GINZO DE LIMIA / CALL. VALENCIA DE DON JUAN;60;8;FUENCARRAL-EL PARDO;Alcance;Lluvia débil;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;440041,616;4481772,915;N;NULL
2022S011488;22/04/2022;14:50:00;CALL. GINZO DE LIMIA / CALL. VALENCIA DE DON JUAN;60;8;FUENCARRAL-EL PARDO;Alcance;Lluvia débil;Turismo;Conductor;Más de 74 años;Hombre;14;Sin asistencia sanitaria;440041,616;4481772,915;N;NULL
2022S011489;23/04/2022;18:45:00;AVDA. CANILLEJAS A VICALVARO / CALL. ETRURIA;59;20;SAN BLAS-CANILLEJAS;Atropello a persona;Lluvia débil;Furgoneta;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;448066,386;4476297,4;N;NULL
2022S011489;23/04/2022;18:45:00;AVDA. CANILLEJAS A VICALVARO / CALL. ETRURIA;59;20;SAN BLAS-CANILLEJAS;Atropello a persona;Lluvia débil;Furgoneta;Peatón;De 21 a 24 años;Mujer;1;Atención en urgencias sin posterior ingreso;448066,386;4476297,4;N;NULL
2022S011490;23/04/2022;20:25:00;CALL. MARQUES DE LA ENSENADA, 12;12;1;CENTRO;Choque contra obstáculo fijo;Nublado;Todo terreno;Conductor;De 55 a 59 años;Hombre;NULL;NULL;441268,439;4475147,96;S;NULL
2022S011491;23/04/2022;20:02:00;CALL. MARIA DE MOLINA / PASEO. CASTELLANA;1;5;CHAMARTÍN;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;441455,051;4476591,062;N;NULL
2022S011491;23/04/2022;20:02:00;CALL. MARIA DE MOLINA / PASEO. CASTELLANA;1;5;CHAMARTÍN;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 60 a 64 años;Mujer;NULL;NULL;441455,051;4476591,062;N;NULL
2022S011491;23/04/2022;20:02:00;CALL. MARIA DE MOLINA / PASEO. CASTELLANA;1;5;CHAMARTÍN;Colisión fronto-lateral;Nublado;Turismo;Pasajero;De 60 a 64 años;Mujer;NULL;NULL;441455,051;4476591,062;N;NULL
2022S011492;23/04/2022;18:15:00;CALL. MARQUESA DE SILVELA / CALL. MANUEL NOYA;22;12;USERA;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439503,54;4470843,509;NULL;NULL
2022S011493;23/04/2022;16:22:00;CALL. FORMENT, 38;38;15;CIUDAD LINEAL;Vuelco;Despejado;Turismo;Conductor;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;445241,68;4476902,06;N;NULL
2022S011494;23/04/2022;19:25:00;CALL. JOSE ARCONES GIL, 112;112;15;CIUDAD LINEAL;Atropello a persona;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;446330,956;4475266,805;N;NULL
2022S011494;23/04/2022;19:25:00;CALL. JOSE ARCONES GIL, 112;112;15;CIUDAD LINEAL;Atropello a persona;Despejado;Turismo;Peatón;De 25 a 29 años;Mujer;NULL;NULL;446330,956;4475266,805;N;NULL
2022S011496;23/04/2022;21:33:00;CALL. MERCEDES, 12;12;6;TETUÁN;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;440526,008;4478424,467;N;NULL
2022S011496;23/04/2022;21:33:00;CALL. MERCEDES, 12;12;6;TETUÁN;Alcance;Despejado;Turismo;Conductor;Más de 74 años;Hombre;NULL;NULL;440526,008;4478424,467;S;NULL
2022S011497;23/04/2022;21:28:00;CALL. BELZUNEGUI, 23;23;11;CARABANCHEL;Alcance;Despejado;Furgoneta;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;437259,896;4469694,304;N;NULL
2022S011497;23/04/2022;21:28:00;CALL. BELZUNEGUI, 23;23;11;CARABANCHEL;Alcance;Despejado;Furgoneta;Pasajero;De 18 a 20 años;Mujer;1;Atención en urgencias sin posterior ingreso;437259,896;4469694,304;N;NULL
2022S011497;23/04/2022;21:28:00;CALL. BELZUNEGUI, 23;23;11;CARABANCHEL;Alcance;Despejado;Furgoneta;Pasajero;De 40 a 44 años;Mujer;1;Atención en urgencias sin posterior ingreso;437259,896;4469694,304;N;NULL
2022S011497;23/04/2022;21:28:00;CALL. BELZUNEGUI, 23;23;11;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;437259,896;4469694,304;N;NULL
2022S011499;23/04/2022;22:30:00;CALL. PIRRA / CALL. ARACNE;14A;20;SAN BLAS-CANILLEJAS;Otro;Nublado;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;450062,336;4477373,814;N;NULL
2022S011499;23/04/2022;22:30:00;CALL. PIRRA / CALL. ARACNE;14A;20;SAN BLAS-CANILLEJAS;Otro;Nublado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;450062,336;4477373,814;N;NULL
2022S011499;23/04/2022;22:30:00;CALL. PIRRA / CALL. ARACNE;14A;20;SAN BLAS-CANILLEJAS;Otro;Nublado;Turismo;Pasajero;De 40 a 44 años;Mujer;NULL;NULL;450062,336;4477373,814;N;NULL
2022S011539;19/04/2022;6:30:00;CALL. SANTA PRISCA / AVDA. MARQUES DE CORBERA;2;15;CIUDAD LINEAL;Atropello a persona;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444872,077;4475338,086;N;NULL
2022S011539;19/04/2022;6:30:00;CALL. SANTA PRISCA / AVDA. MARQUES DE CORBERA;2;15;CIUDAD LINEAL;Atropello a persona;Despejado;Turismo;Peatón;De 55 a 59 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;444872,077;4475338,086;N;NULL
2022S011577;24/04/2022;1:30:00;CALL. ORENSE, 36;36;6;TETUÁN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;NULL;NULL;441082,092;4478479,829;S;NULL
2022S011577;24/04/2022;1:30:00;CALL. ORENSE, 36;36;6;TETUÁN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;441082,092;4478479,829;N;NULL
2022S011600;24/04/2022;1:40:00;CALL. ALCALA, 540;540;20;SAN BLAS-CANILLEJAS;Alcance;Nublado;Motocicleta > 125cc;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447377,135;4477070,571;N;NULL
2022S011600;24/04/2022;1:40:00;CALL. ALCALA, 540;540;20;SAN BLAS-CANILLEJAS;Alcance;Nublado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;447377,135;4477070,571;S;NULL
2022S011600;24/04/2022;1:40:00;CALL. ALCALA, 540;540;20;SAN BLAS-CANILLEJAS;Alcance;Nublado;Turismo;Pasajero;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;447377,135;4477070,571;N;NULL
2022S011600;24/04/2022;1:40:00;CALL. ALCALA, 540;540;20;SAN BLAS-CANILLEJAS;Alcance;Nublado;Turismo;Pasajero;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;447377,135;4477070,571;N;NULL
2022S011600;24/04/2022;1:40:00;CALL. ALCALA, 540;540;20;SAN BLAS-CANILLEJAS;Alcance;Nublado;Turismo;Pasajero;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;447377,135;4477070,571;N;NULL
2022S011603;24/04/2022;1:30:00;CALL. JOSEFA VALCARCEL, 48A;48A;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Nublado;Motocicleta hasta 125cc;Conductor;De 15 a 17 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;446537,232;4477805,593;N;NULL
2022S011616;24/04/2022;1:30:00;CALL. SAMARIA, 8;8;3;RETIRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;442945,455;4473798,252;N;NULL
2022S011616;24/04/2022;1:30:00;CALL. SAMARIA, 8;8;3;RETIRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;14;Sin asistencia sanitaria;442945,455;4473798,252;N;NULL
2022S011616;24/04/2022;1:30:00;CALL. SAMARIA, 8;8;3;RETIRO;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 21 a 24 años;Mujer;14;Sin asistencia sanitaria;442945,455;4473798,252;N;NULL
2022S011616;24/04/2022;1:30:00;CALL. SAMARIA, 8;8;3;RETIRO;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;442945,455;4473798,252;N;NULL
2022S011616;24/04/2022;1:30:00;CALL. SAMARIA, 8;8;3;RETIRO;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;442945,455;4473798,252;N;NULL
2022S011649;23/04/2022;6:30:00;CALL. ALCALA, 101;101;4;SALAMANCA;Caída;Lluvia débil;Moto de tres ruedas > 125cc;Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;442048,34;4474758,031;N;NULL
2022S011662;24/04/2022;0:20:00;CALL. AGUSTIN DE FOXA / CALL. PADRE FRANCISCO PALAU Y QUER;40;5;CHAMARTÍN;Colisión fronto-lateral;NULL;Turismo;Conductor;De 30 a 34 años;Mujer;NULL;NULL;442027,314;4480356,013;N;NULL
2022S011662;24/04/2022;0:20:00;CALL. AGUSTIN DE FOXA / CALL. PADRE FRANCISCO PALAU Y QUER;40;5;CHAMARTÍN;Colisión fronto-lateral;NULL;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;442027,314;4480356,013;N;NULL
2022S011662;24/04/2022;0:20:00;CALL. AGUSTIN DE FOXA / CALL. PADRE FRANCISCO PALAU Y QUER;40;5;CHAMARTÍN;Colisión fronto-lateral;NULL;Turismo;Pasajero;De 25 a 29 años;Hombre;NULL;NULL;442027,314;4480356,013;N;NULL
2022S011662;24/04/2022;0:20:00;CALL. AGUSTIN DE FOXA / CALL. PADRE FRANCISCO PALAU Y QUER;40;5;CHAMARTÍN;Colisión fronto-lateral;NULL;Turismo;Pasajero;De 45 a 49 años;Hombre;NULL;NULL;442027,314;4480356,013;N;NULL
2022S011683;24/04/2022;3:40:00;CALL. PICO CEBOLLERA, 1;1;13;PUENTE DE VALLECAS;Otro;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;NULL;NULL;443128,743;4471582,772;N;NULL
2022S011683;24/04/2022;3:40:00;CALL. PICO CEBOLLERA, 1;1;13;PUENTE DE VALLECAS;Otro;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;443128,743;4471582,772;N;NULL
2022S011683;24/04/2022;3:40:00;CALL. PICO CEBOLLERA, 1;1;13;PUENTE DE VALLECAS;Otro;Despejado;Turismo;Pasajero;De 35 a 39 años;Hombre;NULL;NULL;443128,743;4471582,772;N;NULL
2022S011711;24/04/2022;2:00:00;CALL. ROSALIA TRUJILLO / CALL. JOSE DEL HIERRO;1;15;CIUDAD LINEAL;Choque contra obstáculo fijo;Se desconoce;Camión rígido;Conductor;Desconocido;Desconocido;NULL;NULL;445316,578;4476809,324;N;NULL
2022S011711;24/04/2022;2:00:00;CALL. ROSALIA TRUJILLO / CALL. JOSE DEL HIERRO;1;15;CIUDAD LINEAL;Choque contra obstáculo fijo;Se desconoce;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;445316,578;4476809,324;N;NULL
2022S011711;24/04/2022;2:00:00;CALL. ROSALIA TRUJILLO / CALL. JOSE DEL HIERRO;1;15;CIUDAD LINEAL;Choque contra obstáculo fijo;Se desconoce;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;445316,578;4476809,324;N;NULL
2022S011713;24/04/2022;3:45:00;PLAZA. TORCUATO FERNANDEZ MIRANDA / CALL. COSTA BRAVA;0;8;FUENCARRAL-EL PARDO;Solo salida de la vía;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;439063,848;4483050,478;S;1
2022S011714;24/04/2022;2:00:00;AVDA. LUIS ARAGONES / CALL. ESTOCOLMO VIAL SUR;4;20;SAN BLAS-CANILLEJAS;Alcance;Nublado;Turismo;Conductor;De 25 a 29 años;Mujer;NULL;NULL;449179,82;4476038,484;N;NULL
2022S011714;24/04/2022;2:00:00;AVDA. LUIS ARAGONES / CALL. ESTOCOLMO VIAL SUR;4;20;SAN BLAS-CANILLEJAS;Alcance;Nublado;Turismo;Conductor;De 50 a 54 años;Mujer;NULL;NULL;449179,82;4476038,484;N;NULL
2022S011715;24/04/2022;5:30:00;AVDA. GRAN VIA DE HORTALEZA, 27B;27B;16;HORTALEZA;Solo salida de la vía;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;444807,953;4479829,177;N;NULL
2022S011716;24/04/2022;5:44:00;CALL. LOS YEBENES / CALL. CAMARENA;43;10;LATINA;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436048,86;4471934,518;N;NULL
2022S011716;24/04/2022;5:44:00;CALL. LOS YEBENES / CALL. CAMARENA;43;10;LATINA;Alcance;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;436048,86;4471934,518;S;NULL
2022S011716;24/04/2022;5:44:00;CALL. LOS YEBENES / CALL. CAMARENA;43;10;LATINA;Alcance;Despejado;Turismo;Pasajero;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436048,86;4471934,518;N;NULL
2022S011716;24/04/2022;5:44:00;CALL. LOS YEBENES / CALL. CAMARENA;43;10;LATINA;Alcance;Despejado;Turismo;Pasajero;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436048,86;4471934,518;N;NULL
2022S011716;24/04/2022;5:44:00;CALL. LOS YEBENES / CALL. CAMARENA;43;10;LATINA;Alcance;Despejado;Turismo;Pasajero;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;436048,86;4471934,518;N;NULL
2022S011743;24/04/2022;6:55:00;CALL. SANTA FLORENCIA / CALL. PLATINO;13;17;VILLAVERDE;Colisión lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;441326,618;4466693,371;N;NULL
2022S011743;24/04/2022;6:55:00;CALL. SANTA FLORENCIA / CALL. PLATINO;13;17;VILLAVERDE;Colisión lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;441326,618;4466693,371;N;NULL
2022S011744;23/04/2022;14:10:00;CALL. GENERAL RICARDOS, 45;45;11;CARABANCHEL;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438894,002;4471892,482;N;NULL
